eid,rid,salary
11431,356,31934
11432,349,14172
11433,402,28177
11434,201,30440
11435,393,30481
11436,262,23410
11437,355,31041
11438,259,18856
11439,370,19811
11440,451,14349
11441,249,16549
11442,374,16762
11443,141,12736
11444,295,16108
11445,111,27765
11446,4,9462
11447,128,33944
11448,199,22870
11449,282,26743
11450,108,31173
11451,432,31501
11452,178,27803
11453,33,33450
11454,380,21931
11455,98,27573
11456,168,16637
11457,186,23341
11458,349,11868
11459,71,17236
11460,159,31034
11461,342,13878
11462,462,14051
11463,404,19735
11464,14,29791
11465,190,33274
11466,274,33340
11467,11,14341
11468,211,31648
11469,169,25010
11470,317,22215
11471,462,32774
11472,444,25076
11473,399,15200
11474,350,13345
11475,492,33111
11476,482,30471
11477,420,24419
11478,437,22809
11479,411,31570
11480,307,23505
11481,411,24370
11482,304,17376
11483,484,27620
11484,163,21926
11485,34,27253
11486,158,20445
11487,202,20934
11488,119,34529
11489,301,28737
11490,300,33354
11491,489,14926
11492,143,14918
11493,290,24841
11494,45,33282
11495,193,21570
11496,391,17927
11497,268,19204
11498,344,13523
11499,166,22329
11500,25,20858
11501,284,24379
11502,400,17446
11503,80,25261
11504,308,24115
11505,355,30350
11506,208,30971
11507,465,32006
11508,209,27847
11509,103,28693
11510,401,23659
11511,351,17513
11512,500,25689
11513,242,31974
11514,298,32136
11515,176,22112
11516,190,15738
11517,275,20208
11518,405,25131
11519,271,17249
11520,381,18146
11521,154,27228
11522,132,28673
11523,227,27670
11524,193,17850
11525,419,34858
11526,478,31609
11527,188,29560
11528,475,18833
11529,312,22756
11530,173,20286
11531,28,26616
11532,376,34304
11533,236,18930
11534,70,33408
11535,389,14472
11536,446,18893
11537,424,18043
11538,428,34656
11539,207,32635
11540,213,26724
11541,346,13262
11542,49,26361
11543,465,24529
11544,95,16870
11545,463,26535
11546,457,19438
11547,429,23516
11548,309,31464
11549,328,15775
11550,461,22693
11551,454,26820
11552,191,24969
11553,110,31156
11554,466,26060
11555,126,19670
11556,361,26470
11557,226,29225
11558,63,23711
11559,91,27893
11560,422,14585
11561,495,32110
11562,75,23259
11563,247,28854
11564,233,18598
11565,154,32572
11566,498,29964
11567,329,33852
11568,206,20914
11569,434,18165
11570,108,29707
11571,495,21882
11572,334,14130
11573,218,16896
11574,227,30574
11575,68,26958
11576,371,30924
11577,451,16149
11578,283,25378
11579,393,26084
11580,109,25476
11581,40,25362
11582,403,19672
11583,36,17356
11584,93,33167
11585,349,13474
11586,7,7156
11587,67,31959
11588,359,28262
11589,308,27129
11590,456,16803
11591,150,12893
11592,495,25390
11593,408,26802
11594,271,25610
11595,243,32405
11596,328,33156
11597,364,26229
11598,93,32272
11599,356,34410
11600,133,33636
11601,26,28388
11602,485,28466
11603,422,33500
11604,213,25679
11605,332,17978
11606,322,26616
11607,378,30745
11608,415,21016
11609,133,14497
11610,171,31263
11611,354,30735
11612,319,23924
11613,232,20607
11614,380,30851
11615,92,15099
11616,334,22870
11617,392,23694
11618,133,14438
11619,370,29884
11620,120,24698
11621,74,32350
11622,331,19860
11623,393,20322
11624,165,23147
11625,349,11237
11626,196,32121
11627,444,24601
11628,440,19021
11629,60,25790
11630,484,20966
11631,416,33921
11632,39,15939
11633,476,22732
11634,196,28703
11635,308,23347
11636,119,27022
11637,279,14217
11638,86,29593
11639,314,31284
11640,325,14268
11641,269,22373
11642,368,31304
11643,131,17709
11644,269,20310
11645,358,25579
11646,36,25386
11647,118,18236
11648,494,34125
11649,86,17188
11650,75,23064
11651,236,29271
11652,387,32232
11653,95,23993
11654,280,25406
11655,375,33771
11656,190,19363
11657,167,31609
11658,499,16874
11659,443,30878
11660,72,32733
11661,271,19178
11662,96,23792
11663,232,17475
11664,499,15816
11665,312,19167
11666,481,22664
11667,269,15135
11668,478,22217
11669,405,33838
11670,47,28025
11671,84,19033
11672,140,13996
11673,225,32223
11674,268,27797
11675,358,34023
11676,362,23966
11677,54,15815
11678,264,19564
11679,309,22292
11680,440,29840
11681,76,17942
11682,239,27715
11683,22,32690
11684,457,32673
11685,44,23180
11686,283,24251
11687,112,32022
11688,368,17073
11689,292,15108
11690,398,24369
11691,214,33989
11692,229,26903
11693,62,26982
11694,330,24281
11695,85,26169
11696,204,20962
11697,178,17674
11698,363,18569
11699,300,25206
11700,71,34309
11701,374,29744
11702,256,19163
11703,429,34856
11704,9,6642
11705,387,16955
11706,153,23012
11707,82,14198
11708,372,31199
11709,415,15700
11710,298,28409
11711,55,34095
11712,230,24938
11713,420,33368
11714,190,15732
11715,414,14308
11716,314,16839
11717,162,28673
11718,432,18869
11719,70,24402
11720,290,31471
11721,455,28630
11722,147,12694
11723,187,31579
11724,92,27565
11725,96,23469
11726,456,20933
11727,248,16153
11728,213,21310
11729,309,22067
11730,455,20226
11731,462,24801
11732,30,15799
11733,338,11086
11734,234,23243
11735,431,30663
11736,253,15854
11737,452,31953
11738,408,25971
11739,236,30164
11740,191,33744
11741,243,28041
11742,227,15798
11743,160,23645
11744,495,29450
11745,252,26412
11746,325,15144
11747,11,34785
11748,54,16213
11749,37,28032
11750,88,30974
11751,55,22627
11752,466,34824
11753,81,19008
11754,429,26570
11755,470,18368
11756,297,30460
11757,278,26191
11758,189,33178
11759,176,30450
11760,110,26531
11761,101,23245
11762,12,34127
11763,163,23111
11764,180,32464
11765,148,12507
11766,445,20363
11767,278,14706
11768,313,27139
11769,225,33711
11770,304,27163
11771,4,6651
11772,239,27839
11773,445,19728
11774,393,27981
11775,253,31565
11776,196,31151
11777,154,26412
11778,312,17916
11779,240,14182
11780,287,33032
11781,446,25809
11782,116,34373
11783,9,8772
11784,160,26354
11785,150,12602
11786,383,23162
11787,130,26729
11788,318,34611
11789,442,33804
11790,129,26763
11791,384,18549
11792,299,18109
11793,168,18403
11794,417,18434
11795,24,34462
11796,267,23514
11797,141,11960
11798,135,23128
11799,357,27319
11800,177,15225
11801,465,19280
11802,120,21074
11803,491,16315
11804,149,11605
11805,465,31815
11806,383,15418
11807,29,20200
11808,319,30775
11809,456,26149
11810,79,23699
11811,363,24699
11812,405,28059
11813,219,23308
11814,460,17707
11815,79,28697
11816,362,17569
11817,225,23331
11818,125,34473
11819,123,28817
11820,242,26172
11821,111,30910
11822,263,27767
11823,186,24610
11824,294,25505
11825,471,30437
11826,158,20712
11827,178,21816
11828,497,32867
11829,464,25854
11830,31,29015
11831,466,21487
11832,158,20296
11833,30,28143
11834,239,30310
11835,112,18756
11836,317,23384
11837,453,15788
11838,457,33703
11839,261,33103
11840,59,24316
11841,15,27248
11842,456,32738
11843,39,19040
11844,323,17147
11845,309,15271
11846,296,16946
11847,128,32884
11848,471,33392
11849,201,23581
11850,231,15538
11851,391,34337
11852,451,17694
11853,32,22493
11854,345,11827
11855,478,25445
11856,423,16139
11857,394,32438
11858,272,20660
11859,278,26544
11860,169,33195
11861,269,33497
11862,292,24527
11863,101,19514
11864,209,28123
11865,18,22973
11866,475,29067
11867,320,30077
11868,93,30926
11869,405,32509
11870,263,20674
11871,68,14532
11872,452,20723
11873,42,24802
11874,313,21289
11875,19,27176
11876,13,16671
11877,318,30514
11878,114,20979
11879,447,24378
11880,138,13246
11881,437,31205
11882,324,25394
11883,491,28601
11884,141,12661
11885,146,12817
11886,420,23792
11887,127,15514
11888,86,18540
11889,90,29245
11890,438,29149
11891,246,32999
11892,468,27786
11893,101,34117
11894,315,31091
11895,140,11264
11896,189,21937
11897,108,16731
11898,142,11410
11899,487,14612
11900,163,19957
11901,371,14400
11902,492,18858
11903,51,22169
11904,380,21243
11905,449,14768
11906,44,33982
11907,396,16564
11908,318,14134
11909,443,15740
11910,222,30627
11911,282,25394
11912,449,32721
11913,236,22057
11914,353,34352
11915,78,19509
11916,108,24810
11917,129,34296
11918,233,27821
11919,92,15385
11920,285,28234
11921,471,17120
11922,326,14604
11923,137,13288
11924,56,26459
11925,97,28831
11926,77,18902
11927,456,27232
11928,168,31154
11929,339,14132
11930,396,17841
11931,145,12172
11932,298,17172
11933,310,23301
11934,355,27640
11935,294,25846
11936,62,21056
11937,130,28118
11938,92,23288
11939,302,20256
11940,62,19598
11941,372,30720
11942,409,30599
11943,337,13830
11944,114,34378
11945,401,15644
11946,98,19803
11947,83,17249
11948,437,33660
11949,450,32770
11950,360,34940
11951,206,34070
11952,347,11650
11953,4,6936
11954,66,28238
11955,341,14038
11956,396,20984
11957,470,16209
11958,122,32008
11959,63,26418
11960,440,21590
11961,486,31043
11962,210,19490
11963,116,29944
11964,408,18631
11965,363,24129
11966,357,28464
11967,207,27022
11968,68,19318
11969,140,12326
11970,140,13163
11971,239,32118
11972,360,17223
11973,492,26450
11974,261,28321
11975,65,19957
11976,169,19911
11977,26,31267
11978,124,34841
11979,426,17510
11980,20,29381
11981,405,24947
11982,202,24553
11983,283,34395
11984,240,15322
11985,255,20995
11986,357,18939
11987,222,31648
11988,78,18937
11989,355,27505
11990,384,30034
11991,356,28170
11992,44,25992
11993,421,32278
11994,346,12922
11995,278,22882
11996,315,23393
11997,429,23780
11998,174,33449
11999,174,31774
12000,72,31403
12001,196,22770
12002,406,26250
12003,397,31568
12004,382,17698
12005,39,17404
12006,64,14433
12007,479,29215
12008,430,25000
12009,322,31411
12010,434,34502
12011,273,28580
12012,160,14790
12013,290,18580
12014,399,15202
12015,317,33411
12016,413,19815
12017,13,25331
12018,123,30603
12019,297,25321
12020,473,24165
12021,48,32928
12022,301,30585
12023,438,33154
12024,51,22808
12025,299,22001
12026,473,26261
12027,86,26010
12028,279,33836
12029,165,20511
12030,334,19199
12031,406,30710
12032,67,27679
12033,443,34031
12034,335,28619
12035,179,32929
12036,212,26976
12037,393,30454
12038,323,19215
12039,409,17422
12040,260,25792
12041,203,28580
12042,474,31782
12043,353,23758
12044,98,25523
12045,402,18573
12046,177,33147
12047,151,18755
12048,487,15682
12049,93,33986
12050,447,33975
12051,331,30713
12052,133,17944
12053,417,29789
12054,203,20183
12055,257,23906
12056,432,21896
12057,372,21791
12058,488,31987
12059,421,29773
12060,125,16930
12061,91,20636
12062,486,20674
12063,92,34352
12064,450,26356
12065,31,30178
12066,211,16646
12067,125,24301
12068,465,24639
12069,366,28649
12070,159,21726
12071,379,32707
12072,32,15914
12073,223,24492
12074,104,33805
12075,91,14366
12076,354,15953
12077,138,11931
12078,364,33300
12079,476,27476
12080,116,17965
12081,243,28579
12082,466,32687
12083,259,29741
12084,407,18447
12085,345,12852
12086,485,28050
12087,390,17034
12088,368,31943
12089,411,22564
12090,318,31201
12091,229,28937
12092,382,28658
12093,66,29131
12094,332,34042
12095,165,28790
12096,80,20733
12097,80,18703
12098,396,17327
12099,13,19885
12100,127,26558
12101,42,14544
12102,60,22503
12103,337,14493
12104,193,30362
12105,87,20470
12106,309,32469
12107,339,13416
12108,378,26237
12109,371,26110
12110,96,25087
12111,278,17571
12112,432,19717
12113,279,20469
12114,294,21731
12115,250,16697
12116,391,29000
12117,28,19520
12118,473,34190
12119,17,21126
12120,335,24059
12121,270,22400
12122,197,29183
12123,205,24708
12124,155,32818
12125,66,18004
12126,17,31265
12127,340,11552
12128,294,14972
12129,418,32393
12130,96,33600
12131,463,28318
12132,300,20234
12133,91,33300
12134,160,28016
12135,384,23787
12136,143,12307
12137,159,22981
12138,224,29006
12139,227,14306
12140,80,28220
12141,282,16649
12142,84,16101
12143,498,30909
12144,222,20846
12145,497,24261
12146,192,15007
12147,418,31438
12148,214,18347
12149,353,30209
12150,312,34018
12151,318,25868
12152,264,25418
12153,74,17693
12154,139,14125
12155,190,34783
12156,359,15523
12157,344,13439
12158,428,20676
12159,297,20376
12160,77,14965
12161,424,20870
12162,357,23371
12163,315,14144
12164,69,20406
12165,326,30496
12166,275,25046
12167,338,11971
12168,201,28753
12169,44,18046
12170,145,12897
12171,82,20100
12172,377,28610
12173,411,35000
12174,305,27560
12175,149,12043
12176,257,28365
12177,136,11335
12178,207,29527
12179,391,15859
12180,226,26869
12181,446,25476
12182,388,20815
12183,365,29227
12184,449,23432
12185,359,25407
12186,227,33500
12187,412,26900
12188,10,13489
12189,136,13638
12190,22,34507
12191,259,26134
12192,361,26366
12193,460,33841
12194,199,26700
12195,91,29506
12196,206,26565
12197,156,22112
12198,445,25865
12199,47,18754
12200,240,19657
12201,105,14501
12202,348,12914
12203,26,31423
12204,26,32609
12205,85,32445
12206,452,30498
12207,404,14490
12208,62,34600
12209,466,29754
12210,32,31475
12211,340,14009
12212,295,15551
12213,200,33830
12214,135,20259
12215,310,14094
12216,127,29197
12217,444,20736
12218,348,11928
12219,431,14293
12220,103,33556
12221,229,21280
12222,393,34338
12223,274,24045
12224,447,29366
12225,377,34942
12226,470,31326
12227,45,33651
12228,190,14118
12229,30,21824
12230,113,18960
12231,346,13345
12232,434,18147
12233,63,15458
12234,250,24989
12235,334,26708
12236,200,17278
12237,187,24673
12238,192,21176
12239,14,19183
12240,474,34553
12241,234,25308
12242,29,20168
12243,305,27009
12244,123,15104
12245,105,31424
12246,488,22375
12247,248,24833
12248,203,28908
12249,18,15514
12250,381,19894
12251,353,17969
12252,143,14899
12253,349,14430
12254,297,21990
12255,484,14188
12256,93,32407
12257,253,27888
12258,12,18581
12259,100,28101
12260,315,18971
12261,445,18627
12262,340,14763
12263,448,28752
12264,486,32651
12265,495,33379
12266,462,34887
12267,259,31671
12268,381,26426
12269,154,29895
12270,439,27745
12271,160,34946
12272,382,28479
12273,174,14110
12274,206,23095
12275,77,21993
12276,63,17358
12277,193,20068
12278,238,17690
12279,134,17294
12280,203,33647
12281,36,20270
12282,245,21424
12283,360,33258
12284,268,20801
12285,39,18364
12286,15,20912
12287,142,11559
12288,244,24197
12289,49,22983
12290,189,28691
12291,300,21870
12292,429,24067
12293,377,29918
12294,169,30503
12295,308,17951
12296,46,18431
12297,311,14098
12298,472,32044
12299,450,14351
12300,296,32962
12301,447,32207
12302,49,22308
12303,77,19538
12304,197,22599
12305,488,16292
12306,405,23175
12307,349,12995
12308,141,14372
12309,326,26478
12310,281,16914
12311,341,14488
12312,8,7623
12313,346,14484
12314,132,14708
12315,310,14277
12316,86,18152
12317,68,30866
12318,284,16224
12319,135,18624
12320,288,14048
12321,228,26817
12322,94,17302
12323,190,29598
12324,70,14947
12325,191,32228
12326,216,21627
12327,435,18265
12328,483,30810
12329,449,18899
12330,39,23473
12331,346,13192
12332,456,30978
12333,143,11755
12334,426,31460
12335,224,25579
12336,460,26999
12337,192,31326
12338,450,20955
12339,10,13852
12340,358,29481
12341,6,7757
12342,199,16846
12343,33,15257
12344,248,34021
12345,59,34962
12346,14,15091
12347,9,6904
12348,44,32142
12349,270,30938
12350,487,31046
12351,9,7280
12352,272,15799
12353,396,32929
12354,345,13894
12355,80,15997
12356,439,18780
12357,166,29022
12358,287,32666
12359,468,27525
12360,411,31000
12361,499,27295
12362,176,25877
12363,424,15001
12364,251,20512
12365,379,14121
12366,216,30014
12367,389,15724
12368,126,29448
12369,167,25216
12370,99,34011
12371,420,34966
12372,289,29700
12373,405,31119
12374,140,12579
12375,259,20775
12376,198,20156
12377,100,31563
12378,403,15165
12379,218,20176
12380,20,20573
12381,49,24451
12382,210,22923
12383,376,14883
12384,453,29662
12385,458,25544
12386,84,31307
12387,348,13321
12388,321,28338
12389,4,8337
12390,362,31861
12391,463,30327
12392,74,23524
12393,28,26787
12394,257,30308
12395,33,17072
12396,99,32443
12397,80,28162
12398,41,29975
12399,127,25567
12400,29,16548
12401,63,34155
12402,395,28002
12403,255,29579
12404,239,30658
12405,134,34618
12406,168,31262
12407,495,18111
12408,8,6917
12409,100,29438
12410,54,17983
12411,251,18636
12412,160,20967
12413,437,32590
12414,85,29899
12415,115,32615
12416,169,20930
12417,420,15367
12418,305,19423
12419,53,27609
12420,117,19256
12421,394,33761
12422,292,16269
12423,250,29370
12424,33,17148
12425,304,14296
12426,382,27101
12427,341,12535
12428,470,15615
12429,55,23762
12430,233,24155
12431,36,28770
12432,201,29030
12433,303,33015
12434,368,31884
12435,193,19273
12436,333,32372
12437,58,19145
12438,28,21444
12439,394,30055
12440,445,14507
12441,332,27798
12442,483,15191
12443,167,34561
12444,320,14019
12445,271,19045
12446,37,31763
12447,319,32496
12448,321,30593
12449,252,16090
12450,310,25053
12451,189,24459
12452,286,23061
12453,111,27452
12454,354,15258
12455,327,17268
12456,135,28737
12457,178,15487
12458,143,12168
12459,123,18449
12460,156,29944
12461,499,30065
12462,385,17129
12463,373,26959
12464,225,30963
12465,466,15983
12466,38,16690
12467,363,33313
12468,305,18773
12469,239,28320
12470,229,33612
12471,268,24318
12472,45,15506
12473,479,17275
12474,36,31653
12475,159,31274
12476,249,14373
12477,178,20124
12478,206,29185
12479,58,33026
12480,124,19289
12481,158,27583
12482,317,17986
12483,299,26424
12484,58,23113
12485,244,16993
12486,427,22657
12487,327,15800
12488,215,14147
12489,113,21474
12490,173,14927
12491,80,20255
12492,288,27254
12493,448,28695
12494,4,7102
12495,95,20995
12496,346,13061
12497,260,17435
12498,185,30428
12499,163,26678
12500,351,30919
12501,444,19683
12502,78,21171
12503,348,13495
12504,222,16006
12505,393,34357
12506,5,21339
12507,141,11729
12508,405,22633
12509,69,16272
12510,400,34827
12511,216,34134
12512,63,25371
12513,38,19183
12514,382,24951
12515,442,14774
12516,403,18599
12517,60,21191
12518,423,28352
12519,265,27727
12520,476,25083
12521,124,20100
12522,120,26493
12523,443,19994
12524,317,29042
12525,498,24325
12526,262,25485
12527,467,34518
12528,498,15079
12529,246,18994
12530,358,30664
12531,85,18327
12532,359,31729
12533,396,17228
12534,199,31054
12535,148,13287
12536,341,13239
12537,476,16819
12538,333,21005
12539,375,23274
12540,219,23691
12541,252,19770
12542,120,15704
12543,321,31701
12544,358,15124
12545,322,33774
12546,239,26429
12547,418,22584
12548,426,17491
12549,124,27526
12550,146,11353
12551,481,28871
12552,334,26768
12553,418,23426
12554,359,29440
12555,179,26927
12556,39,26992
12557,163,14960
12558,31,30081
12559,264,20039
12560,302,22667
12561,129,34513
12562,449,33264
12563,228,28653
12564,30,24205
12565,197,23457
12566,154,28166
12567,181,22668
12568,295,29600
12569,189,29464
12570,377,20929
12571,202,33475
12572,119,31270
12573,480,28483
12574,430,18749
12575,481,18078
12576,247,33592
12577,335,21992
12578,147,11854
12579,117,29653
12580,30,31631
12581,423,26352
12582,65,22433
12583,179,25544
12584,59,15052
12585,199,27975
12586,102,29017
12587,268,29286
12588,144,11877
12589,164,22525
12590,265,27406
12591,45,16524
12592,61,26505
12593,314,15458
12594,226,32780
12595,264,17609
12596,274,15321
12597,377,16657
12598,5,24317
12599,200,28761
12600,181,17378
12601,244,21514
12602,281,32839
12603,191,18042
12604,316,20552
12605,69,29146
12606,132,32951
12607,4,9471
12608,70,32384
12609,170,33508
12610,419,31423
12611,313,22644
12612,167,27366
12613,124,28497
12614,54,30301
12615,106,24672
12616,407,30451
12617,493,15786
12618,395,25321
12619,291,15730
12620,328,17708
12621,465,33786
12622,338,11985
12623,465,29314
12624,141,13784
12625,493,30764
12626,28,29926
12627,479,20271
12628,321,25140
12629,65,18990
12630,409,34422
12631,401,25013
12632,345,12504
12633,394,16823
12634,165,33177
12635,42,28028
12636,115,28136
12637,303,23375
12638,105,33138
12639,206,25952
12640,318,29697
12641,9,8557
12642,107,23918
12643,216,32384
12644,99,19545
12645,282,25777
12646,359,28328
12647,107,24968
12648,482,20267
12649,332,14888
12650,131,28237
12651,29,19555
12652,68,25735
12653,341,13391
12654,346,13736
12655,64,18151
12656,191,27350
12657,412,17251
12658,301,14715
12659,314,26993
12660,167,29798
12661,415,14669
12662,181,30963
12663,8,6910
12664,227,24869
12665,467,14607
12666,400,29011
12667,396,22068
12668,249,18219
12669,249,25880
12670,63,30310
12671,278,21488
12672,413,19275
12673,108,14678
12674,311,21360
12675,269,17738
12676,105,28682
12677,401,18649
12678,357,16785
12679,61,20426
12680,227,19800
12681,306,15757
12682,20,25589
12683,69,19477
12684,76,26594
12685,256,25226
12686,111,17896
12687,487,14148
12688,243,26848
12689,68,31075
12690,488,27155
12691,168,29094
12692,412,15666
12693,191,31740
12694,370,27665
12695,322,18176
12696,288,27744
12697,233,30672
12698,490,33255
12699,124,23325
12700,8,9473
12701,59,32535
12702,155,27438
12703,265,26719
12704,226,17927
12705,31,24192
12706,170,22558
12707,329,24591
12708,114,33926
12709,244,20576
12710,284,25778
12711,310,28162
12712,422,21529
12713,402,33097
12714,110,18410
12715,70,30024
12716,289,27715
12717,471,29215
12718,271,14736
12719,464,18349
12720,321,22470
12721,4,6743
12722,281,19808
12723,110,24262
12724,353,32945
12725,366,24029
12726,210,24784
12727,9,9422
12728,221,15239
12729,347,13667
12730,63,27805
12731,177,28964
12732,448,23814
12733,110,21538
12734,103,23780
12735,257,29870
12736,480,21526
12737,93,20878
12738,257,23262
12739,408,31498
12740,260,31392
12741,199,22543
12742,51,28648
12743,177,19976
12744,224,23525
12745,415,24938
12746,190,20048
12747,445,19875
12748,77,23676
12749,401,24120
12750,354,33380
12751,387,27140
12752,9,8653
12753,361,31746
12754,254,31806
12755,342,14994
12756,499,25390
12757,343,12831
12758,380,30919
12759,451,31092
12760,74,28216
12761,445,34787
12762,490,27950
12763,80,17951
12764,282,20752
12765,112,17563
12766,65,26135
12767,271,24524
12768,246,16969
12769,181,21179
12770,167,30049
12771,79,33592
12772,192,18500
12773,410,34325
12774,442,16657
12775,465,17913
12776,248,33553
12777,374,29822
12778,317,25160
12779,495,27681
12780,236,18639
12781,131,30596
12782,118,22093
12783,343,11830
12784,436,30416
12785,77,22756
12786,314,29715
12787,473,32729
12788,133,17426
12789,103,19836
12790,323,19778
12791,272,16326
12792,326,19399
12793,267,17792
12794,443,32897
12795,434,20423
12796,366,15978
12797,340,14288
12798,395,18596
12799,15,28073
12800,453,21824
12801,173,14969
12802,422,31305
12803,79,24085
12804,311,33992
12805,395,32757
12806,423,34258
12807,139,11686
12808,93,32941
12809,311,21086
12810,321,25410
12811,337,11796
12812,219,25287
12813,496,20022
12814,473,33165
12815,46,24087
12816,227,24082
12817,203,16629
12818,86,33109
12819,371,16206
12820,39,34543
12821,293,31080
12822,175,28947
12823,316,14620
12824,483,27706
12825,304,19171
12826,259,14680
12827,247,23492
12828,265,25244
12829,59,31445
12830,97,16552
12831,6,7495
12832,486,27170
12833,205,18955
12834,68,23737
12835,346,14088
12836,330,20355
12837,240,31699
12838,356,32896
12839,249,33825
12840,32,22420
12841,338,12391
12842,414,30169
12843,80,34829
12844,373,21832
12845,470,16462
12846,81,28494
12847,195,31660
12848,413,29706
12849,127,17584
12850,193,18812
12851,422,29533
12852,396,22611
12853,397,30186
12854,203,16936
12855,342,13202
12856,492,31441
12857,469,24839
12858,174,34500
12859,117,20573
12860,190,22218
12861,67,17897
12862,295,28361
12863,258,22789
12864,17,26681
12865,491,28704
12866,38,20361
12867,80,26330
12868,267,28854
12869,401,23517
12870,54,33833
12871,164,19914
12872,179,27655
12873,487,33697
12874,493,22631
12875,339,13006
12876,79,16432
12877,368,29321
12878,490,28444
12879,446,33006
12880,466,34089
12881,151,22531
12882,482,18657
12883,270,15394
12884,343,12374
12885,105,32883
12886,253,30876
12887,273,27481
12888,27,18694
12889,368,31603
12890,456,20907
12891,265,21701
12892,423,33821
12893,351,23506
12894,430,27561
12895,117,16249
12896,494,16466
12897,384,29076
12898,149,13869
12899,279,17940
12900,460,28571
12901,350,11255
12902,456,23415
12903,55,19407
12904,310,28130
12905,268,31840
12906,133,33241
12907,336,12478
12908,142,13744
12909,165,19022
12910,404,23512
12911,70,14606
12912,20,34378
12913,303,26808
12914,249,30029
12915,372,16570
12916,110,32159
12917,63,22737
12918,218,18169
12919,112,26022
12920,460,26286
12921,330,30418
12922,312,27781
12923,197,25723
12924,182,16668
12925,272,14301
12926,175,22683
12927,148,14452
12928,253,18806
12929,412,29193
12930,48,21245
12931,185,24468
12932,75,24788
12933,373,21425
12934,334,25898
12935,82,32429
12936,265,22669
12937,289,26301
12938,447,17933
12939,238,33504
12940,103,17684
12941,200,33126
12942,54,23706
12943,192,14029
12944,342,14607
12945,183,20428
12946,79,16887
12947,47,16322
12948,298,34426
12949,315,17663
12950,271,34314
12951,22,28548
12952,157,23773
12953,328,31805
12954,324,14242
12955,498,20712
12956,396,33944
12957,263,24982
12958,181,25919
12959,360,17631
12960,130,25700
12961,443,14200
12962,408,21198
12963,492,29971
12964,386,27088
12965,302,21082
12966,252,17652
12967,419,32635
12968,87,28107
12969,309,21283
12970,266,17018
12971,9,6693
12972,349,11511
12973,288,22177
12974,87,24336
12975,102,20633
12976,454,27912
12977,354,20201
12978,247,31745
12979,277,33695
12980,102,32177
12981,45,29920
12982,289,18320
12983,452,23941
12984,487,26176
12985,133,32622
12986,346,13156
12987,222,32509
12988,323,23849
12989,261,15674
12990,94,26752
12991,97,23981
12992,18,17225
12993,87,16437
12994,280,29010
12995,174,24708
12996,130,22602
12997,286,22538
12998,415,22513
12999,415,30042
13000,105,14994
13001,59,34343
13002,283,17953
13003,287,25634
13004,443,21744
13005,384,18886
13006,103,24421
13007,336,14846
13008,418,15962
13009,119,25261
13010,315,34891
13011,303,30693
13012,159,34975
13013,69,29279
13014,459,31735
13015,472,29153
13016,301,27503
13017,462,25256
13018,13,20270
13019,81,25093
13020,334,24397
13021,408,20866
13022,481,18145
13023,493,20379
13024,234,28465
13025,230,33172
13026,150,13461
13027,215,33236
13028,288,23487
13029,84,24536
13030,219,27926
13031,492,31852
13032,413,24252
13033,67,17719
13034,335,18905
13035,461,14754
13036,12,31706
13037,22,29434
13038,318,30500
13039,462,15126
13040,102,18034
13041,159,16553
13042,151,23948
13043,400,27524
13044,459,34261
13045,336,12417
13046,101,26794
13047,40,32477
13048,261,24715
13049,70,28836
13050,436,17490
13051,152,15129
13052,279,28830
13053,224,24933
13054,195,26761
13055,404,25063
13056,132,26793
13057,305,32472
13058,114,18855
13059,219,24830
13060,347,13904
13061,152,30344
13062,194,25477
13063,377,28755
13064,157,17292
13065,311,24961
13066,224,29097
13067,416,24995
13068,231,16459
13069,414,18702
13070,14,14105
13071,143,12259
13072,24,25714
13073,78,33135
13074,115,22169
13075,197,32007
13076,111,16130
13077,138,13783
13078,309,25299
13079,322,20665
13080,390,23097
13081,204,27857
13082,238,15065
13083,262,28480
13084,336,14177
13085,460,15396
13086,122,25210
13087,231,17290
13088,380,22351
13089,489,16758
13090,143,13699
13091,497,32424
13092,447,26976
13093,466,18845
13094,382,29088
13095,128,27918
13096,166,27191
13097,441,18276
13098,377,31725
13099,262,17290
13100,149,14696
13101,298,29374
13102,136,13205
13103,337,12725
13104,407,17234
13105,25,21199
13106,218,14033
13107,427,27468
13108,201,29708
13109,486,27236
13110,399,18223
13111,451,19462
13112,443,26803
13113,280,24750
13114,259,16296
13115,317,33749
13116,157,22317
13117,484,17760
13118,7,7349
13119,298,34738
13120,358,26924
13121,195,24040
13122,416,23964
13123,175,24748
13124,363,24717
13125,287,25976
13126,168,30318
13127,39,30654
13128,342,11427
13129,24,33568
13130,144,13906
13131,485,14705
13132,56,14076
13133,118,18069
13134,372,27705
13135,366,16806
13136,329,23608
13137,297,26867
13138,115,20797
13139,383,17376
13140,34,20849
13141,234,22940
13142,393,17331
13143,204,21028
13144,206,20905
13145,32,28429
13146,76,31647
13147,382,33614
13148,135,16674
13149,268,18366
13150,484,31009
13151,347,14251
13152,380,18326
13153,458,33876
13154,119,30596
13155,449,28753
13156,268,25189
13157,357,20563
13158,297,17626
13159,345,13638
13160,375,30989
13161,97,29569
13162,123,33376
13163,253,33093
13164,135,14539
13165,45,30212
13166,80,17863
13167,136,14670
13168,398,16712
13169,87,15875
13170,32,16561
13171,497,25974
13172,171,22621
13173,352,29977
13174,454,31999
13175,440,26534
13176,178,20080
13177,291,16787
13178,465,34767
